country_name,country_code,year,exports_usd,port_teu,lsc_index,has_exports,has_port_traffic,has_lsc,complete_case,exports_log,port_teu_log,exports_tier,port_tier,lsc_tier
Benin,BEN,2017,2216000000.0,333000.0,57.879999999999995,True,True,True,True,9.345569756056392,5.52244423350632,Medium,Medium,Medium
Bermuda,BMU,2017,18000000.0,4437.324,7.77,True,True,True,True,7.2552725051033065,3.6471211407460458,Low,Low,Low
Bhutan,BTN,2017,573000000.0,,,True,False,False,False,8.75815462196739,,Low,,
Bolivia,BOL,2017,7846000000.0,,,True,False,False,False,9.894648303793517,,Medium,,
Bosnia and Herzegovina,BIH,2017,6402000000.0,,,True,False,False,False,9.806315669808113,,Medium,,
Botswana,BWA,2017,5870000000.0,,,True,False,False,False,9.768638101247614,,Medium,,
Brazil,BRA,2017,214988000000.0,9380502.0,118.56,True,True,True,True,11.332414219547111,6.972226080382926,High,High,High
British Virgin Islands,VGB,2017,,49149.42,21.4525,False,True,True,False,,4.691518397197946,,Low,Low
Brunei Darussalam,BRN,2017,5571000000.0,104747.0,23.2475,True,True,True,True,9.745933158459442,5.020141593432098,Medium,Low,Low
Bulgaria,BGR,2017,31438000000.0,228545.0,25.465,True,True,True,True,10.497454909613177,5.358971724438902,High,Medium,Low
Burkina Faso,BFA,2017,2875000000.0,,,True,False,False,False,9.45863784902565,,Medium,,
Burundi,BDI,2017,172000000.0,,,True,False,False,False,8.23552844690755,,Low,,
Cabo Verde,CPV,2017,52000000.0,74554.0,13.8475,True,True,True,True,7.7160033436347994,4.872470949349374,Low,Low,Low
Cambodia,KHM,2017,11278000000.0,459835.0,34.5975,True,True,True,True,10.052232090252334,5.662602024193747,Medium,Medium,Medium
Cameroon,CMR,2017,3233000000.0,386367.0,56.38,True,True,True,True,9.509605704611555,5.587000025792294,Medium,Medium,Medium
Canada,CAN,2017,420665000000.0,6377236.0,160.405,True,True,True,True,11.62393637952545,6.804632489058956,High,High,High
Cayman Islands,CYM,2017,39000000.0,61940.0,6.67,True,True,True,True,7.5910646070264995,4.791971201020768,Low,Low,Low
Central African Republic,CAF,2017,140000000.0,,,True,False,False,False,8.146128035678238,,Low,,
Chad,TCD,2017,2621000000.0,,,True,False,False,False,9.4184670209466,,Medium,,
Channel Islands,CHI,2017,,,,False,False,False,False,,,,,
Chile,CHL,2017,68823000000.0,4407502.0,99.11,True,True,True,True,10.837733599628255,6.644192518041982,High,High,High
China,CHN,2017,2263346000000.0,218712874.0,929.1375,True,True,True,True,12.354750950068075,8.339874347475696,High,High,High
Colombia,COL,2017,36897000000.0,3877937.0,179.89499999999998,True,True,True,True,10.566991056229215,6.588600749359859,High,High,High
Comoros,COM,2017,39000000.0,52673.2,14.9,True,True,True,True,7.5910646070264995,4.721589703398803,Low,Low,Low
"Congo, Dem. Rep.",COD,2017,12296000000.0,52066.0,23.735,True,True,True,True,10.08976385449169,4.7165542140372105,Medium,Low,Low
"Congo, Rep.",COG,2017,8252000000.0,650000.0,76.5575,True,True,True,True,9.916559219301114,5.812913356642856,Medium,Medium,Medium
Costa Rica,CRI,2017,10769000000.0,1489326.0,87.1525,True,True,True,True,10.032175376961362,6.172989771294606,Medium,High,High
Cote d'Ivoire,CIV,2017,11853000000.0,907646.0,71.07249999999999,True,True,True,True,10.07382828440111,5.957916498054593,Medium,Medium,Medium
Croatia,HRV,2017,16069000000.0,288235.0,64.6025,True,True,True,True,10.205988850752451,5.459746715492379,Medium,Medium,Medium
Cuba,CUB,2017,2402000000.0,332240.0,34.85,True,True,True,True,9.380573003066887,5.521451918101822,Medium,Medium,Medium
Curacao,CUW,2017,425000000.0,93921.0,25.555,True,True,True,True,8.628388930050312,4.97276270796838,Low,Low,Low
Cyprus,CYP,2017,3288000000.0,345016.0,48.18,True,True,True,True,9.516931808868012,5.53783923579961,Medium,Medium,Medium
Czechia,CZE,2017,182142000000.0,,,True,False,False,False,11.26041010101217,,High,,
Denmark,DNK,2017,102506000000.0,820139.0,96.9875,True,True,True,True,11.010749286763755,5.913887464355787,High,Medium,High
Djibouti,DJI,2017,3162000000.0,928000.0,80.745,True,True,True,True,9.499961865596191,5.967547976218862,Medium,Medium,Medium
Dominica,DMA,2017,12000000.0,7425.0,18.22,True,True,True,True,7.079181246047625,3.8706964579892498,Low,Low,Low
Dominican Republic,DOM,2017,10135000000.0,1770295.0,131.9175,True,True,True,True,10.005823753029027,6.24804564274426,Medium,High,High
Ecuador,ECU,2017,19122000000.0,1990210.0,100.885,True,True,True,True,10.281533313857377,6.2988989040626615,Medium,High,High
"Egypt, Arab Rep.",EGY,2017,25604000000.0,6337413.0,217.1525,True,True,True,True,10.408307818523753,6.8019120103880555,High,High,High
El Salvador,SLV,2017,5760000000.0,209903.0,32.05,True,True,True,True,9.760422483423213,5.322018645700719,Medium,Medium,Medium
Equatorial Guinea,GNQ,2017,4970000000.0,13301.0,32.5625,True,True,True,True,9.696356388733331,4.123884293460008,Medium,Low,Medium
Eritrea,ERI,2017,583000000.0,12551.97,5.49,True,True,True,True,8.765668554759014,4.098711892588916,Low,Low,Low
Estonia,EST,2017,14559000000.0,229905.0,35.8675,True,True,True,True,10.163131546034949,5.361548416457607,Medium,Medium,Medium
Eswatini,SWZ,2017,1801000000.0,,,True,False,False,False,9.255513712819534,,Low,,
Faroe Islands,FRO,2017,1305756809.93165,34942.61,14.59,True,True,True,True,9.115862299496989,4.5433553410093515,Low,Low,Low
Fiji,FJI,2017,956000000.0,276943.9,42.665,True,True,True,True,8.9804578922761,5.442391803765009,Low,Medium,Medium
Finland,FIN,2017,68073000000.0,1630089.0,83.7475,True,True,True,True,10.832974890530204,6.21221131676819,High,High,Medium
France,FRA,2017,535298000000.0,5738031.0,287.64250000000004,True,True,True,True,11.728595620759508,6.758762890214018,High,High,High
French Polynesia,PYF,2017,153000000.0,69192.0,39.665,True,True,True,True,8.1846914308176,4.840055884099814,Low,Low,Medium
Gabon,GAB,2017,5771000000.0,156000.0,42.825,True,True,True,True,9.761251074308662,5.193124598354461,Medium,Medium,Medium
"Gambia, The",GMB,2017,124000000.0,62500.0,20.43,True,True,True,True,8.093421685162236,4.795880017344075,Low,Low,Low
Georgia,GEO,2017,2746000000.0,,20.3875,True,False,True,False,9.438700532900736,,Medium,,Low
Germany,DEU,2017,1448191000000.0,15163474.0,373.52,True,True,True,True,12.16082584416479,7.180798710939074,High,High,High
Ghana,GHA,2017,13835000000.0,1009755.0,77.99,True,True,True,True,10.14097916347697,6.004216012341687,Medium,Medium,Medium
Gibraltar,GIB,2017,,4626.185,7.01,False,True,True,False,,3.665222996111352,,Low,Low
Greece,GRC,2017,32627000000.0,4602808.0,159.8675,True,True,True,True,10.513577142946842,6.663022859256425,High,High,High
Greenland,GRL,2017,596000000.0,6998.705,5.52,True,True,True,True,8.775246259740236,3.8450176881023235,Low,Low,Low
Grenada,GRD,2017,30000000.0,21914.0,23.0825,True,True,True,True,7.477121254719663,4.340721657313007,Low,Low,Low
Guam,GUM,2017,33000000.0,198681.0,25.630000000000003,True,True,True,True,7.518513939877887,5.29815633721703,Low,Medium,Low
Guatemala,GTM,2017,10990000000.0,1389751.0,96.255,True,True,True,True,10.04099769242349,6.142936995208763,Medium,Medium,High
Guinea,GIN,2017,4594000000.0,203373.0,37.2825,True,True,True,True,9.662190990859008,5.308293295050092,Medium,Medium,Medium
Guinea-Bissau,GNB,2017,339000000.0,56819.16,13.825,True,True,True,True,8.530199698203083,4.754494808935291,Low,Low,Low
Guyana,GUY,2017,1437000000.0,57663.0,43.6625,True,True,True,True,9.157456768134226,4.760897233431185,Low,Low,Medium
Haiti,HTI,2017,980000000.0,177141.0,35.685,True,True,True,True,8.991226075692495,5.248319092036801,Low,Medium,Medium
Honduras,HND,2017,8656000000.0,797293.0,67.9425,True,True,True,True,9.937317247762493,5.901617951131212,Medium,Medium,Medium
"Hong Kong SAR, China",HKG,2017,549865000000.0,20760000.0,464.8575,True,True,True,True,11.74025607685478,7.31722734917642,High,High,High
Hungary,HUN,2017,113806000000.0,,,True,False,False,False,11.05616515923129,,High,,
Iceland,ISL,2017,4878000000.0,350348.0,19.7275,True,True,True,True,9.688241795977712,5.544499642618968,Medium,Medium,Low
India,IND,2017,299241000000.0,15450523.0,253.9225,True,True,True,True,11.476021097393854,7.188943184872162,High,High,High
Indonesia,IDN,2017,168811000000.0,12076306.0,224.0425,True,True,True,True,11.227400742548234,7.081934109023779,High,High,High
"Iran, Islamic Rep.",IRN,2017,92764000000.0,3091066.0,104.7125,True,True,True,True,10.967379467224179,6.490108278156089,High,High,High
Iraq,IRQ,2017,57559000000.0,823944.7,58.5675,True,True,True,True,10.760113240124635,5.91589806449957,High,Medium,Medium
Ireland,IRL,2017,137359000000.0,958488.0,52.57,True,True,True,True,11.137857120416818,5.981586680003433,High,Medium,Medium
Isle of Man,IMN,2017,,,,False,False,False,False,,,,,
Israel,ISR,2017,61150000000.0,2868000.0,113.4525,True,True,True,True,10.786396461372304,6.457579146995762,High,High,High
Italy,ITA,2017,507418000000.0,10666550.0,288.815,True,True,True,True,11.705365869196351,7.02802397347837,High,High,High
Jamaica,JAM,2017,1310000000.0,1560000.0,101.2075,True,True,True,True,9.117271295655764,6.193124598354461,Low,High,High
Japan,JPN,2017,698329000000.0,22795035.0,396.68,True,True,True,True,11.844060077668198,7.357840263363829,High,High,High
Jordan,JOR,2017,7511000000.0,796087.0,64.995,True,True,True,True,9.875697761980208,5.90096053200308,Medium,Medium,Medium
Kazakhstan,KAZ,2017,48304000000.0,,,True,False,False,False,10.683983095679023,,High,,
Kenya,KEN,2017,5747000000.0,1190000.0,57.4975,True,True,True,True,9.759441197133697,6.075546961392531,Medium,Medium,Medium
Kiribati,KIR,2017,15000000.0,53468.83,15.0025,True,True,True,True,7.176091259055681,4.7281006810125685,Low,Low,Low
"Korea, Dem. People's Rep.",PRK,2017,1770000000.0,,,True,False,False,False,9.247973266361807,,Low,,
"Korea, Rep.",KOR,2017,573694000000.0,27420698.0,537.5125,True,True,True,True,11.758680307821228,7.438078505657364,High,High,High
Kosovo,XKX,2017,,,,False,False,False,False,,,,,
Kuwait,KWT,2017,55015000000.0,964623.5,29.305,True,True,True,True,10.740481117295342,5.9843578379259075,High,Medium,Low
Kyrgyz Republic,KGZ,2017,1764000000.0,,,True,False,False,False,9.246498580795802,,Low,,
Lao PDR,LAO,2017,4873000000.0,,,True,False,False,False,9.687796411381294,,Medium,,
Latvia,LVA,2017,14126000000.0,449712.0,27.3625,True,True,True,True,10.150019201915148,5.6529344763254485,Medium,Medium,Low
Lebanon,LBN,2017,4026000000.0,1305038.0,95.6225,True,True,True,True,9.604873770552636,6.115623157613029,Medium,Medium,High
Lesotho,LSO,2017,1028000000.0,,,True,False,False,False,9.011993114659257,,Low,,
Liberia,LBR,2017,358000000.0,125000.0,21.1875,True,True,True,True,8.553883026643874,5.096910013008056,Low,Low,Low
Libya,LBY,2017,20881000000.0,212164.5,52.355,True,True,True,True,10.319751293376319,5.326672718189813,High,Medium,Medium
Liechtenstein,LIE,2017,,,,False,False,False,False,,,,,
Lithuania,LTU,2017,29901000000.0,472000.0,39.7725,True,True,True,True,10.475685712980605,5.6739419986340875,High,Medium,Medium
Luxembourg,LUX,2017,15761000000.0,,,True,False,False,False,10.197583769035777,,Medium,,
"Macao SAR, China",MAC,2017,1406000000.0,,,True,False,False,False,9.147985320683805,,Low,,
Madagascar,MDG,2017,2848000000.0,220000.0,31.57,True,True,True,True,9.45453998496482,5.342422680822207,Medium,Medium,Low
Malawi,MWI,2017,839000000.0,,,True,False,False,False,8.9237619608287,,Low,,
Malaysia,MYS,2017,218130000000.0,23719787.0,463.025,True,True,True,True,11.338715399363528,7.375110784812799,High,High,High
Maldives,MDV,2017,318000000.0,82761.0,13.0,True,True,True,True,8.502427119984432,4.917825729599523,Low,Low,Low
Mali,MLI,2017,2896000000.0,,,True,False,False,False,9.461798557525109,,Medium,,
Malta,MLT,2017,2858000000.0,3245812.0,139.8075,True,True,True,True,9.456062224454952,6.511323361538552,Medium,High,High
Marshall Islands,MHL,2017,40000000.0,74193.53,22.9775,True,True,True,True,7.6020599913279625,4.870366034553805,Low,Low,Low
Mauritania,MRT,2017,1989000000.0,88400.0,28.405,True,True,True,True,9.298634783124436,4.946452265013073,Medium,Low,Low
Mauritius,MUS,2017,2342000000.0,379371.0,68.4425,True,True,True,True,9.369586890736345,5.579064129342995,Medium,Medium,Medium
Mexico,MEX,2017,409433000000.0,6375338.0,162.9875,True,True,True,True,11.612182843554441,6.804503214618715,High,High,High
"Micronesia, Fed. Sts.",FSM,2017,46000000.0,11433.5,8.05,True,True,True,True,7.662757831681574,4.058179196100316,Low,Low,Low
Moldova,MDA,2017,2425000000.0,735.0142,3.65,True,True,True,True,9.384711742938283,2.8662957294543605,Medium,Low,Low
Monaco,MCO,2017,,,,False,False,False,False,,,,,
Mongolia,MNG,2017,6201000000.0,,,True,False,False,False,9.79246173134695,,Medium,,
Montenegro,MNE,2017,421000000.0,43732.0,11.6025,True,True,True,True,8.62428209583567,4.640799339432712,Low,Low,Low
Morocco,MAR,2017,25272000000.0,4509580.0,223.975,True,True,True,True,10.402639612897092,6.654136095719152,High,High,High
Mozambique,MOZ,2017,4755000000.0,,36.7425,True,False,True,False,9.677150521273433,,Medium,,Medium
Myanmar,MMR,2017,13879000000.0,1043469.0,44.9725,True,True,True,True,10.142358175763846,6.018479551313383,Medium,Medium,Medium
Namibia,NAM,2017,5229000000.0,176335.0,46.1025,True,True,True,True,9.718418641829656,5.2463385221589025,Medium,Medium,Medium
Nauru,NRU,2017,15000000.0,5536.052,4.4775,True,True,True,True,7.176091259055681,3.7432001607852254,Low,Low,Low
Nepal,NPL,2017,742000000.0,,,True,False,False,False,8.870403905279026,,Low,,
Netherlands,NLD,2017,652065000000.0,13992474.0,396.185,True,True,True,True,11.814290889802917,7.145894508598812,High,High,High
New Caledonia,NCL,2017,1561000000.0,113000.0,46.155,True,True,True,True,9.193402903062417,5.05307844348342,Low,Low,Medium
New Zealand,NZL,2017,38075000000.0,3198925.0,104.125,True,True,True,True,10.58063991200808,6.505004058005967,High,High,High
Nicaragua,NIC,2017,5170000000.0,190756.0,26.845,True,True,True,True,9.713490543093943,5.280478207051088,Medium,Medium,Low
Niger,NER,2017,1206000000.0,,,True,False,False,False,9.081347307804133,,Low,,
Nigeria,NGA,2017,44468000000.0,1408000.0,86.835,True,True,True,True,10.64804759698893,6.148602654806093,High,Medium,High
North Macedonia,MKD,2017,5668000000.0,,,True,False,False,False,9.753429841575423,,Medium,,
Northern Mariana Islands,MNP,2017,5000000.0,94910.77,21.7275,True,True,True,True,6.698970004336019,4.977315496791664,Low,Low,Low
Norway,NOR,2017,101054000000.0,764093.0,49.885,True,True,True,True,11.00455350878201,5.883146221047891,High,Medium,Medium
Oman,OMN,2017,32904000000.0,4785012.0,145.51,True,True,True,True,10.517248696501118,6.679883031251263,High,High,High
Pakistan,PAK,2017,21569000000.0,3284000.0,118.145,True,True,True,True,10.333830010445647,6.516403148447403,High,High,High
Palau,PLW,2017,6000000.0,20009.41,9.26,True,True,True,True,6.778151250383644,4.3012342831628505,Low,Low,Low
Panama,PAN,2017,11093000000.0,6899254.0,191.755,True,True,True,True,10.045049012988962,6.838802134041797,Medium,High,High
Papua New Guinea,PNG,2017,9952000000.0,177122.0,48.0625,True,True,True,True,9.997910367346744,5.248272507464525,Medium,Medium,Medium
Paraguay,PRY,2017,8680000000.0,37584.0,4.45,True,True,True,True,9.938519725176493,4.575002999433531,Medium,Low,Low
Peru,PER,2017,43454000000.0,2539720.0,114.955,True,True,True,True,10.638029760024509,6.404785838998708,High,High,High
Philippines,PHL,2017,68713000000.0,8249852.0,170.7825,True,True,True,True,10.837038910191373,6.916446157500245,High,High,High
Poland,POL,2017,234364000000.0,2384782.0,109.8475,True,True,True,True,11.369890901705777,6.3774486850431185,High,High,High
Portugal,PRT,2017,62130000000.0,3124946.0,162.02,True,True,True,True,10.793301353613115,6.494842517006606,High,High,High
Puerto Rico (US),PRI,2017,,1319572.0,,False,True,False,False,,6.120433091675893,,Medium,
Qatar,QAT,2017,67498000000.0,772800.0,49.29,True,True,True,True,10.829290904655736,5.888067113407437,High,Medium,Medium
Romania,ROU,2017,70761000000.0,696438.0,65.555,True,True,True,True,10.849793961764723,5.842882459659638,High,Medium,Medium
Russian Federation,RUS,2017,352943000000.0,4303955.0,207.645,True,True,True,True,11.547704572854396,6.633867721916267,High,High,High
Rwanda,RWA,2017,1037000000.0,,,True,False,False,False,9.015778756389041,,Low,,
Samoa,WSM,2017,44000000.0,34950.0,24.299999999999997,True,True,True,True,7.643452676486188,4.5434471800817,Low,Low,Low
San Marino,SMR,2017,,,,False,False,False,False,,,,,
Sao Tome and Principe,STP,2017,15000000.0,62980.9,14.415,True,True,True,True,7.176091259055681,4.7992088624332805,Low,Low,Low
Saudi Arabia,SAU,2017,221835000000.0,8082329.0,206.6025,True,True,True,True,11.346030067997496,6.907536524896088,High,High,High
Senegal,SEN,2017,2989000000.0,570500.0,58.6075,True,True,True,True,9.475525915039281,5.756255648754234,Medium,Medium,Medium
Serbia,SRB,2017,16992000000.0,,,True,False,False,False,10.230244499401374,,Medium,,
Seychelles,SYC,2017,547000000.0,104572.7,21.715,True,True,True,True,8.73798732633343,5.01941832136844,Low,Low,Low
Sierra Leone,SLE,2017,567000000.0,89100.0,24.1925,True,True,True,True,8.753583058892907,4.949877704036875,Low,Low,Low
Singapore,SGP,2017,373446000000.0,33666600.0,561.36,True,True,True,True,11.572227812048327,7.527199259073056,High,High,High
Sint Maarten (Dutch part),SXM,2017,123000000.0,98101.0,44.8125,True,True,True,True,8.089905111439398,4.991673434416324,Low,Low,Medium
Slovak Republic,SVK,2017,83414000000.0,,,True,False,False,False,10.921238947669893,,High,,
Slovenia,SVN,2017,38443000000.0,911528.0,75.19,True,True,True,True,10.584817271624173,5.959770013702705,High,Medium,Medium
Solomon Islands,SLB,2017,500000000.0,180838.4,34.4275,True,True,True,True,8.698970004336019,5.257290655881362,Low,Medium,Medium
"Somalia, Fed. Rep.",SOM,2017,464000000.0,126312.9,31.8725,True,True,True,True,8.66651798055488,5.101447706158876,Low,Low,Low
South Africa,ZAF,2017,88947000000.0,4563618.0,124.2325,True,True,True,True,10.949131304804235,6.659309284423809,High,High,High
South Sudan,SSD,2017,,,,False,False,False,False,,,,,
Spain,ESP,2017,319531000000.0,15929902.0,380.1175,True,True,True,True,11.504512998569037,7.202213104050338,High,High,High
Sri Lanka,LKA,2017,11360000000.0,6200000.0,214.015,True,True,True,True,10.055378331375,6.7923916894982534,Medium,High,High
St. Kitts and Nevis,KNA,2017,50000000.0,13767.0,24.6425,True,True,True,True,7.698970004336019,4.138839312414322,Low,Low,Low
St. Lucia,LCA,2017,127000000.0,29706.0,26.125,True,True,True,True,8.103803720955957,4.472844176715128,Low,Low,Low
St. Martin (French part),MAF,2017,123000000.0,,,True,False,False,False,8.089905111439398,,Low,,
St. Vincent and the Grenadines,VCT,2017,42000000.0,17502.0,29.335,True,True,True,True,7.623249290397901,4.2430876795053765,Low,Low,Low
Sudan,SDN,2017,4100000000.0,487336.0,41.145,True,True,True,True,9.612783856719735,5.68782849433607,Medium,Medium,Medium
Suriname,SUR,2017,1992000000.0,112318.0,38.7775,True,True,True,True,9.29928933408768,5.050449361553028,Medium,Low,Medium
Sweden,SWE,2017,152920000000.0,1557281.0,144.39749999999998,True,True,True,True,11.184464289346991,6.192366984911365,High,High,High
Switzerland,CHE,2017,299603000000.0,119231.0,,True,True,False,False,11.4765461577488,5.076389186432606,High,Low,
Syrian Arab Republic,SYR,2017,2555000000.0,291958.0,31.1275,True,True,True,True,9.40739090447073,5.465320379940977,Medium,Medium,Low
Tajikistan,TJK,2017,1198000000.0,,,True,False,False,False,9.078456818053292,,Low,,
Tanzania,TZA,2017,4113000000.0,617266.0,49.9225,True,True,True,True,9.614158709509175,5.790472355990202,Medium,Medium,Medium
Thailand,THA,2017,236635000000.0,9938881.0,210.15,True,True,True,True,11.374078980286393,6.9973374907472365,High,High,High
Timor-Leste,TLS,2017,23000000.0,59004.0,11.3725,True,True,True,True,7.361727836017593,4.770881454337786,Low,Low,Low
Togo,TGO,2017,1016000000.0,1193841.0,77.9975,True,True,True,True,9.006893707947901,6.07694648975753,Low,Medium,Medium
Tonga,TON,2017,19000000.0,107381.3,28.355,True,True,True,True,7.278753600952829,5.030928657397837,Low,Low,Low
Trinidad and Tobago,TTO,2017,8741000000.0,414657.0,60.6975,True,True,True,True,9.94156112023607,5.617689001288852,Medium,Medium,Medium
Tunisia,TUN,2017,14204000000.0,480619.0,42.9925,True,True,True,True,10.152410663629578,5.6818009354900445,Medium,Medium,Medium
Turkiye,TUR,2017,164495000000.0,10001342.0,231.0325,True,True,True,True,11.216152701645195,7.000058278409077,High,High,High
Turkmenistan,TKM,2017,7458000000.0,,,True,False,False,False,9.87262237902529,,Medium,,
Turks and Caicos Islands,TCA,2017,4000000.0,,,True,False,False,False,6.6020599913279625,,Low,,
Tuvalu,TUV,2017,0.0,6499.85,5.505,True,True,True,True,,3.8129033343468617,Low,Low,Low
Uganda,UGA,2017,2901000000.0,,,True,False,False,False,9.462547728802663,,Medium,,
Ukraine,UKR,2017,43265000000.0,723575.0,68.9875,True,True,True,True,10.636136708051051,5.859483553282289,High,Medium,Medium
United Arab Emirates,ARE,2017,313603000000.0,19089706.0,287.84499999999997,True,True,True,True,11.496380208595353,7.280799239888643,High,High,High
United Kingdom,GBR,2017,440997000000.0,10239674.0,400.8825,True,True,True,True,11.64443563507356,7.01028613024774,High,High,High
United States,USA,2017,1546273000000.0,51522489.0,469.9975,True,True,True,True,12.189286172587893,7.711996835191333,High,High,High
Uruguay,URY,2017,7888000000.0,939427.0,85.9175,True,True,True,True,9.896966901933155,5.972863038051299,Medium,Medium,Medium
Uzbekistan,UZB,2017,10079000000.0,,,True,False,False,False,10.003417445202194,,Medium,,
Vanuatu,VUT,2017,47000000.0,114552.6,23.91,True,True,True,True,7.672097857935717,5.059004950817765,Low,Low,Low
Viet Nam,VNM,2017,215014000000.0,12382524.0,285.5575,True,True,True,True,11.332466738635596,7.092809178411608,High,High,High
Virgin Islands (U.S.),VIR,2017,,,,False,False,False,False,,,,,
West Bank and Gaza,PSE,2017,,,,False,False,False,False,,,,,
"Yemen, Rep.",YEM,2017,418000000.0,334693.0,20.3,True,True,True,True,8.621176281775035,5.524646629318745,Low,Medium,Low
Zambia,ZMB,2017,8000000000.0,,,True,False,False,False,9.903089986991944,,Medium,,
Zimbabwe,ZWE,2017,3481000000.0,,,True,False,False,False,9.541704023284288,,Medium,,
Afghanistan,AFG,2018,875000000.0,,,True,False,False,False,8.942008053022313,,Low,,
Albania,ALB,2018,2870000000.0,134526.0,13.0775,True,True,True,True,9.457881896733992,5.1288062290617225,Medium,Low,Low
Algeria,DZA,2018,41797000000.0,1844422.0,71.465,True,True,True,True,10.621145111196038,6.265860293780301,High,High,Medium
American Samoa,ASM,2018,377000000.0,90245.0,25.81,True,True,True,True,8.576341350205793,4.955423149275055,Low,Low,Low
Andorra,AND,2018,129000000.0,,,True,False,False,False,8.11058971029925,,Low,,
Angola,AGO,2018,40758000000.0,572922.0,67.3675,True,True,True,True,10.61021286497437,5.758095499322671,High,Medium,Medium
Antigua and Barbuda,ATG,2018,26000000.0,28826.0,16.405,True,True,True,True,7.414973347970818,4.459784382296269,Low,Low,Low
Argentina,ARG,2018,61781000000.0,2184625.0,105.9025,True,True,True,True,10.790854933602322,6.339376899243397,High,High,High
Armenia,ARM,2018,2412000000.0,,,True,False,False,False,9.382377303468113,,Medium,,
Aruba,ABW,2018,194000000.0,58500.0,32.2825,True,True,True,True,8.287801729930226,4.76715586608218,Low,Low,Medium
Australia,AUS,2018,257098000000.0,8667914.0,144.95,True,True,True,True,11.410098698220681,6.937914593751757,High,High,High
Austria,AUT,2018,184815000000.0,,,True,False,False,False,11.266737216628997,,High,,
Azerbaijan,AZE,2018,20317000000.0,,,True,False,False,False,10.307859580598466,,Medium,,
"Bahamas, The",BHS,2018,513000000.0,1182836.0,71.515,True,True,True,True,8.710117365111817,6.072924533949636,Low,Medium,Medium
Bahrain,BHR,2018,18044000000.0,432207.0,50.4225,True,True,True,True,10.256332818425673,5.635691796412921,Medium,Medium,Medium
Bangladesh,BGD,2018,39252000000.0,2946955.0,64.96000000000001,True,True,True,True,10.593861790172607,6.469373504224238,High,High,Medium
Barbados,BRB,2018,448000000.0,100952.0,35.59,True,True,True,True,8.651278013998144,5.004114927344639,Low,Low,Medium
Belarus,BLR,2018,33726000000.0,,,True,False,False,False,10.527964835676581,,High,,
Belgium,BEL,2018,468213000000.0,11503695.0,376.19,True,True,True,True,11.670443467775568,7.060837358646167,High,High,High
Belize,BLZ,2018,451000000.0,47729.0,28.3825,True,True,True,True,8.65417654187796,4.678782335287437,Low,Low,Low
Benin,BEN,2018,3344000000.0,321750.0,62.9575,True,True,True,True,9.52426626876698,5.507518555576424,Medium,Medium,Medium
Bermuda,BMU,2018,18000000.0,4437.324,7.77,True,True,True,True,7.2552725051033065,3.6471211407460458,Low,Low,Low
Bhutan,BTN,2018,606000000.0,,,True,False,False,False,8.782472624166287,,Low,,
Bolivia,BOL,2018,8965000000.0,,,True,False,False,False,9.952550293898202,,Medium,,
Bosnia and Herzegovina,BIH,2018,7182000000.0,,,True,False,False,False,9.856245400790055,,Medium,,
Botswana,BWA,2018,6575000000.0,,,True,False,False,False,9.817895757161795,,Medium,,
Brazil,BRA,2018,231890000000.0,10061925.0,121.5525,True,True,True,True,11.365282020572183,7.002681075839308,High,High,High
British Virgin Islands,VGB,2018,,56317.36,22.86,False,True,True,False,,4.750642288103071,,Low,Low
Brunei Darussalam,BRN,2018,6574000000.0,113125.0,18.7875,True,True,True,True,9.817829699745605,5.0535585922132595,Medium,Low,Low
Bulgaria,BGR,2018,33617000000.0,241716.0,24.7025,True,True,True,True,10.526558954148692,5.383305398780534,High,Medium,Low
Burkina Faso,BFA,2018,3254000000.0,,,True,False,False,False,9.51241754860084,,Medium,,
Burundi,BDI,2018,180000000.0,,,True,False,False,False,8.255272505103306,,Low,,
Cabo Verde,CPV,2018,76000000.0,84041.0,20.7175,True,True,True,True,7.880813592280791,4.924491211414758,Low,Low,Low
Cambodia,KHM,2018,12700000000.0,537107.0,32.3775,True,True,True,True,10.103803720955957,5.73006081247895,Medium,Medium,Medium
Cameroon,CMR,2018,3803000000.0,387000.0,66.2575,True,True,True,True,9.580126325411582,5.587710965018911,Medium,Medium,Medium
Canada,CAN,2018,452313000000.0,6763247.0,159.91,True,True,True,True,11.655439070052198,6.830155248548837,High,High,High
Cayman Islands,CYM,2018,41000000.0,,6.13,True,False,True,False,7.6127838567197355,,Low,,Low
Central African Republic,CAF,2018,164000000.0,,,True,False,False,False,8.214843848047698,,Low,,
Chad,TCD,2018,2670000000.0,,,True,False,False,False,9.426511261364576,,Medium,,
Channel Islands,CHI,2018,,,,False,False,False,False,,,,,
Chile,CHL,2018,74839000000.0,4661486.0,102.57,True,True,True,True,10.874127975816435,6.668524384227381,High,High,High
China,CHN,2018,2486695000000.0,229127700.0,985.7325,True,True,True,True,12.395622521120387,8.360077595649235,High,High,High
Colombia,COL,2018,41774000000.0,4181330.0,174.1,True,True,True,True,10.620906062403131,6.6213144444036605,High,High,High
Comoros,COM,2018,41000000.0,55032.5,15.635,True,True,True,True,7.6127838567197355,4.740619242259514,Low,Low,Low
"Congo, Dem. Rep.",COD,2018,20004000000.0,55599.0,23.9,True,True,True,True,10.30111684587563,4.74506698045998,Medium,Low,Low
"Congo, Rep.",COG,2018,11155000000.0,739000.0,67.7625,True,True,True,True,10.047469574619857,5.868644438394826,Medium,Medium,Medium
