country_name,country_code,year,exports_usd,port_teu,lsc_index,has_exports,has_port_traffic,has_lsc,complete_case,exports_log,port_teu_log,exports_tier,port_tier,lsc_tier
Costa Rica,CRI,2018,11495000000.0,1492791.0,84.1275,True,True,True,True,10.060508975605298,6.173999008059633,Medium,High,Medium
Cote d'Ivoire,CIV,2018,11912000000.0,924596.0,65.9675,True,True,True,True,10.07598468474412,5.965952010255334,Medium,Medium,Medium
Croatia,HRV,2018,17402000000.0,302126.0,59.4375,True,True,True,True,10.240599164319883,5.480188100879548,Medium,Medium,Medium
Cuba,CUB,2018,2373000000.0,349722.0,32.0,True,True,True,True,9.37529773821734,5.543722953378943,Medium,Medium,Low
Curacao,CUW,2018,586000000.0,94607.0,31.8775,True,True,True,True,8.767897616018091,4.9759232711682095,Low,Low,Low
Cyprus,CYP,2018,5052000000.0,416502.0,50.3675,True,True,True,True,9.703463341883293,5.619617091185492,Medium,Medium,Medium
Czechia,CZE,2018,202238000000.0,,,True,False,False,False,11.305862761738473,,High,,
Denmark,DNK,2018,109696000000.0,833857.0,101.3325,True,True,True,True,11.040190791571067,5.921091578892182,High,Medium,High
Djibouti,DJI,2018,3522000000.0,859000.0,86.1975,True,True,True,True,9.546789351631258,5.933993163831242,Medium,Medium,Medium
Dominica,DMA,2018,10000000.0,7393.0,22.965,True,True,True,True,7.0,3.8688207061975173,Low,Low,Low
Dominican Republic,DOM,2018,10638000000.0,1906487.0,134.42000000000002,True,True,True,True,10.026859985984562,6.280233848241993,Medium,High,High
Ecuador,ECU,2018,21628000000.0,2212486.0,93.46,True,True,True,True,10.335016360903587,6.344880531283091,High,High,High
"Egypt, Arab Rep.",EGY,2018,27624000000.0,6701763.0,218.33,True,True,True,True,10.441286565341398,6.826189065455065,High,High,High
El Salvador,SLV,2018,5905000000.0,230989.0,32.92,True,True,True,True,9.771219901949534,5.363591298710117,Medium,Medium,Medium
Equatorial Guinea,GNQ,2018,6052000000.0,14716.0,33.94,True,True,True,True,9.78189891935115,4.167789779159089,Medium,Low,Medium
Eritrea,ERI,2018,669000000.0,37259.65,8.282499999999999,True,True,True,True,8.825426117767822,4.571238771016945,Low,Low,Low
Estonia,EST,2018,17017000000.0,239576.0,37.12,True,True,True,True,10.230882998857593,5.379443309586957,Medium,Medium,Medium
Eswatini,SWZ,2018,1842000000.0,,,True,False,False,False,9.26528962586083,,Low,,
Faroe Islands,FRO,2018,,35039.3,15.6725,False,True,True,False,,4.544555421435143,,Low,Low
Fiji,FJI,2018,1041000000.0,279465.5,41.5275,True,True,True,True,9.017450729510536,5.446328201902504,Low,Medium,Medium
Finland,FIN,2018,75869000000.0,1594271.0,83.38749999999999,True,True,True,True,10.880064359833884,6.202562146295362,High,High,Medium
France,FRA,2018,582222000000.0,5978536.0,285.365,True,True,True,True,11.765088611783117,6.776594848710467,High,High,High
French Polynesia,PYF,2018,148000000.0,69140.0,37.735,True,True,True,True,8.170261715394957,4.839729375206388,Low,Low,Medium
Gabon,GAB,2018,8584000000.0,156000.0,41.31,True,True,True,True,9.933689708957894,5.193124598354461,Medium,Medium,Medium
"Gambia, The",GMB,2018,140000000.0,61250.0,21.52,True,True,True,True,8.146128035678238,4.78710609303657,Low,Low,Low
Georgia,GEO,2018,3380000000.0,348240.0,22.3675,True,True,True,True,9.528916700277655,5.541878654149342,Medium,Medium,Low
Germany,DEU,2018,1560539000000.0,15123221.0,369.2275,True,True,True,True,12.193274626748963,7.179644298674987,High,High,High
Ghana,GHA,2018,14943000000.0,1056785.0,75.2375,True,True,True,True,10.174437796452045,6.023986640276927,Medium,Medium,Medium
Gibraltar,GIB,2018,,17114.73,7.645,False,True,True,False,,4.233370052148448,,Low,Low
Greece,GRC,2018,39502000000.0,5395401.0,178.47,True,True,True,True,10.5966190846638,6.732023728094994,High,High,High
Greenland,GRL,2018,699000000.0,6998.705,5.52,True,True,True,True,8.84447717574568,3.8450176881023235,Low,Low,Low
Grenada,GRD,2018,31000000.0,23887.0,25.325,True,True,True,True,7.491361693834273,4.378161609554913,Low,Low,Low
Guam,GUM,2018,34000000.0,181846.0,22.2025,True,True,True,True,7.531478917042255,5.259703752478806,Low,Medium,Low
Guatemala,GTM,2018,10769000000.0,1530596.0,99.455,True,True,True,True,10.032175376961362,6.184860574026625,Medium,High,High
Guinea,GIN,2018,3978000000.0,237366.0,33.875,True,True,True,True,9.599664778788418,5.375418511291418,Medium,Medium,Medium
Guinea-Bissau,GNB,2018,339000000.0,47433.09,13.875,True,True,True,True,8.530199698203083,4.676081417425163,Low,Low,Low
Guyana,GUY,2018,1339000000.0,58210.0,42.205,True,True,True,True,9.12678057701201,4.7649975992848805,Low,Low,Medium
Haiti,HTI,2018,1078000000.0,177010.0,38.735,True,True,True,True,9.03261876085072,5.24799780208012,Low,Medium,Medium
Honduras,HND,2018,8644000000.0,813164.0,60.0675,True,True,True,True,9.936714758211204,5.910178143518107,Medium,Medium,Medium
"Hong Kong SAR, China",HKG,2018,568456000000.0,19641000.0,469.4125,True,True,True,True,11.754696854781491,7.293163595641659,High,High,High
Hungary,HUN,2018,124705000000.0,,,True,False,False,False,11.095883866701291,,High,,
Iceland,ISL,2018,5556000000.0,353300.0,21.8,True,True,True,True,9.744762237065578,5.548143637434846,Medium,Medium,Low
India,IND,2018,324778000000.0,16996593.0,256.675,True,True,True,True,11.511586603074687,7.230361874931896,High,High,High
Indonesia,IDN,2018,180124000000.0,12532311.0,232.2025,True,True,True,True,11.255571582742588,7.098031163731848,High,High,High
"Iran, Islamic Rep.",IRN,2018,103422000000.0,2368914.0,86.965,True,True,True,True,11.01461293201046,6.37454929457528,High,High,High
Iraq,IRQ,2018,86360000000.0,743211.1,68.21000000000001,True,True,True,True,10.936312633662194,5.871112187305217,High,Medium,Medium
Ireland,IRL,2018,164794000000.0,1000560.0,55.3625,True,True,True,True,11.216941395380953,6.000243136837903,High,Medium,Medium
Isle of Man,IMN,2018,,,,False,False,False,False,,,,,
Israel,ISR,2018,61952000000.0,2946000.0,112.8825,True,True,True,True,10.79205533129228,6.4692327425066125,High,High,High
Italy,ITA,2018,549526000000.0,10620925.0,285.06,True,True,True,True,11.739988245238857,7.026162342065771,High,High,High
Jamaica,JAM,2018,1961000000.0,1833053.0,98.735,True,True,True,True,9.292477593667783,6.263175022122488,Medium,High,High
Japan,JPN,2018,738143000000.0,23424446.0,400.2775,True,True,True,True,11.868140505582971,7.369669328397037,High,High,High
Jordan,JOR,2018,7750000000.0,815354.0,73.955,True,True,True,True,9.88930170250631,5.911346206123134,Medium,Medium,Medium
Kazakhstan,KAZ,2018,60956000000.0,,,True,False,False,False,10.785016460383314,,High,,
Kenya,KEN,2018,6052000000.0,1306283.0,64.2575,True,True,True,True,9.78189891935115,6.116037274966612,Medium,Medium,Medium
Kiribati,KIR,2018,8000000.0,52568.09,12.5425,True,True,True,True,6.903089986991944,4.7207221977235845,Low,Low,Low
"Korea, Dem. People's Rep.",PRK,2018,251000000.0,,,True,False,False,False,8.399673721481038,,Low,,
"Korea, Rep.",KOR,2018,604860000000.0,28874930.0,552.525,True,True,True,True,11.78165486512618,7.460520940063817,High,High,High
Kosovo,XKX,2018,,,,False,False,False,False,,,,,
Kuwait,KWT,2018,71938000000.0,954527.75,37.94,True,True,True,True,10.856958359517552,5.979788558708406,High,Medium,Medium
Kyrgyz Republic,KGZ,2018,1837000000.0,,,True,False,False,False,9.264109156305809,,Low,,
Lao PDR,LAO,2018,5408000000.0,,,True,False,False,False,9.73303668293358,,Medium,,
Latvia,LVA,2018,16166000000.0,474393.0,31.28,True,True,True,True,10.208602574462532,5.676138272085122,Medium,Medium,Low
Lebanon,LBN,2018,3830000000.0,1332990.0,104.6,True,True,True,True,9.583198773968622,6.124826891378518,Medium,Medium,High
Lesotho,LSO,2018,1221000000.0,,,True,False,False,False,9.086715663944883,,Low,,
Liberia,LBR,2018,548000000.0,118750.0,21.075,True,True,True,True,8.738780558484368,5.074633618296904,Low,Low,Low
Libya,LBY,2018,30994000000.0,327096.8,55.065,True,True,True,True,10.491277628702177,5.5146762954269075,High,Medium,Medium
Liechtenstein,LIE,2018,,,,False,False,False,False,,,,,
Lithuania,LTU,2018,33337000000.0,749066.0,60.370000000000005,True,True,True,True,10.522926515046057,5.8745200849531445,High,Medium,Medium
Luxembourg,LUX,2018,16412000000.0,,,True,False,False,False,10.215161508294875,,Medium,,
"Macao SAR, China",MAC,2018,1510000000.0,,,True,False,False,False,9.178976947293169,,Low,,
Madagascar,MDG,2018,3110000000.0,179425.0,32.03,True,True,True,True,9.492760389026838,5.253882954904354,Medium,Medium,Low
Malawi,MWI,2018,838000000.0,,,True,False,False,False,8.923244018630276,,Low,,
Malaysia,MYS,2018,247455000000.0,24955994.0,467.135,True,True,True,True,11.393496233457222,7.397174872543868,High,High,High
Maldives,MDV,2018,339000000.0,82252.5,17.9725,True,True,True,True,8.530199698203083,4.9151491068615805,Low,Low,Low
Mali,MLI,2018,3584000000.0,,,True,False,False,False,9.554368000990088,,Medium,,
Malta,MLT,2018,3192000000.0,3414328.0,141.7825,True,True,True,True,9.504062882678692,6.533305239610475,Medium,High,High
Marshall Islands,MHL,2018,41000000.0,70146.41,20.3525,True,True,True,True,7.6127838567197355,4.84600544931896,Low,Low,Low
Mauritania,MRT,2018,2052000000.0,80461.5,32.485,True,True,True,True,9.31217735643978,4.905588124626624,Medium,Low,Medium
Mauritius,MUS,2018,2366000000.0,451446.0,70.39750000000001,True,True,True,True,9.374014740291912,5.654605809345928,Medium,Medium,Medium
Mexico,MEX,2018,450713000000.0,6983149.0,164.565,True,True,True,True,11.653900084689221,6.844051308715431,High,High,High
"Micronesia, Fed. Sts.",FSM,2018,47000000.0,32194.52,11.105,True,True,True,True,7.672097857935717,4.507781954419436,Low,Low,Low
Moldova,MDA,2018,2706000000.0,735.0142,3.645,True,True,True,True,9.432327792261605,2.8662957294543605,Medium,Low,Low
Monaco,MCO,2018,,,,False,False,False,False,,,,,
Mongolia,MNG,2018,7012000000.0,,,True,False,False,False,9.845841907421757,,Medium,,
Montenegro,MNE,2018,472000000.0,15998.0,9.8575,True,True,True,True,8.673941998634088,4.204065692452478,Low,Low,Low
Morocco,MAR,2018,28609000000.0,4715747.0,222.26,True,True,True,True,10.456502677725851,6.673550497133122,High,High,High
Mozambique,MOZ,2018,6037000000.0,372218.0,41.1225,True,True,True,True,9.780821175853474,5.5707973712441134,Medium,Medium,Medium
Myanmar,MMR,2018,16614000000.0,1104101.0,43.4225,True,True,True,True,10.220474206129218,6.043008803226827,Medium,Medium,Medium
Namibia,NAM,2018,7488000000.0,144109.0,43.56,True,True,True,True,9.87436583573005,5.158691104535583,Medium,Low,Medium
Nauru,NRU,2018,9000000.0,7606.643,4.83,True,True,True,True,6.954242509439325,3.8811930341374596,Low,Low,Low
Nepal,NPL,2018,786000000.0,,,True,False,False,False,8.895422546039407,,Low,,
Netherlands,NLD,2018,726697000000.0,14802257.0,407.0975,True,True,True,True,11.861353367312931,7.17032794025393,High,High,High
New Caledonia,NCL,2018,1929000000.0,110750.0,38.7375,True,True,True,True,9.285332227643885,5.044343734895107,Low,Low,Medium
New Zealand,NZL,2018,39673000000.0,3382305.0,93.8025,True,True,True,True,10.598495042273587,6.529212767615509,High,High,High
Nicaragua,NIC,2018,5014000000.0,174403.0,23.905,True,True,True,True,9.700184329622198,5.241553951194254,Medium,Medium,Low
Niger,NER,2018,1202000000.0,,,True,False,False,False,9.07990446766672,,Low,,
Nigeria,NGA,2018,60547000000.0,1560000.0,79.455,True,True,True,True,10.78209262946548,6.193124598354461,High,High,Medium
North Macedonia,MKD,2018,6911000000.0,,,True,False,False,False,9.83954089296897,,Medium,,
Northern Mariana Islands,MNP,2018,5000000.0,42095.68,16.4925,True,True,True,True,6.698970004336019,4.624237529364717,Low,Low,Low
Norway,NOR,2018,121791000000.0,802364.0,54.85,True,True,True,True,11.085615196385916,5.904371434777958,High,Medium,Medium
Oman,OMN,2018,41761000000.0,4210679.0,149.445,True,True,True,True,10.620770889641765,6.624352134357229,High,High,High
Pakistan,PAK,2018,23425000000.0,3249000.0,123.2375,True,True,True,True,10.369679599559817,6.511749711344983,High,High,High
Palau,PLW,2018,4000000.0,20059.46,9.25,True,True,True,True,6.6020599913279625,4.302319237648666,Low,Low,Low
Panama,PAN,2018,11480000000.0,6872369.0,185.895,True,True,True,True,10.059941888061955,6.837106470142372,Medium,High,High
Papua New Guinea,PNG,2018,10524000000.0,170053.0,45.6875,True,True,True,True,10.022180839413666,5.230584297967966,Medium,Medium,Medium
Paraguay,PRY,2018,9042000000.0,38007.0,5.5600000000000005,True,True,True,True,9.956264502698275,4.579863590864233,Medium,Low,Low
Peru,PER,2018,48019000000.0,2667974.0,116.055,True,True,True,True,10.681413111593479,6.426181592968819,High,High,High
Philippines,PHL,2018,67488000000.0,8859565.0,171.0525,True,True,True,True,10.829226558059393,6.9474123987789875,High,High,High
Poland,POL,2018,263569000000.0,2834296.0,119.655,True,True,True,True,11.420894328833015,6.452445203869727,High,High,High
Portugal,PRT,2018,68361000000.0,3168513.0,178.16,True,True,True,True,10.834808407051996,6.500855493319135,High,High,High
Puerto Rico (US),PRI,2018,,1447616.0,,False,True,False,False,,6.1606533745697,,Medium,
Qatar,QAT,2018,84905000000.0,1340000.0,86.63749999999999,True,True,True,True,10.928933266315449,6.127104798364807,High,Medium,High
Romania,ROU,2018,79660000000.0,668016.0,63.3625,True,True,True,True,10.90124030207331,5.824786864614009,High,Medium,Medium
Russian Federation,RUS,2018,443914000000.0,4726726.0,201.5725,True,True,True,True,11.647298841864451,6.674560427744634,High,High,High
Rwanda,RWA,2018,1122000000.0,,,True,False,False,False,9.049992856920143,,Low,,
Samoa,WSM,2018,46000000.0,37091.0,25.805,True,True,True,True,7.662757831681574,4.56926854237761,Low,Low,Low
San Marino,SMR,2018,,,,False,False,False,False,,,,,
Sao Tome and Principe,STP,2018,16000000.0,47989.86,13.9275,True,True,True,True,7.204119982655925,4.681149482974385,Low,Low,Low
Saudi Arabia,SAU,2018,294373000000.0,8683456.0,217.0025,True,True,True,True,11.468897973842264,6.938692608011485,High,High,High
Senegal,SEN,2018,3623000000.0,674000.0,59.74,True,True,True,True,9.559068334034537,5.82865989653532,Medium,Medium,Medium
Serbia,SRB,2018,19227000000.0,,,True,False,False,False,10.28391152630373,,Medium,,
Seychelles,SYC,2018,569000000.0,106038.2,22.8975,True,True,True,True,8.755112266395072,5.025462346968427,Low,Low,Low
Sierra Leone,SLE,2018,554000000.0,83621.0,24.22,True,True,True,True,8.74350976472843,4.922315356850907,Low,Low,Low
Singapore,SGP,2018,412955000000.0,36599200.0,596.1025,True,True,True,True,11.615902728856236,7.563471592515103,High,High,High
Sint Maarten (Dutch part),SXM,2018,148000000.0,101100.0,41.8975,True,True,True,True,8.170261715394957,5.004751155591001,Low,Low,Medium
Slovak Republic,SVK,2018,93425000000.0,,,True,False,False,False,10.970463106521676,,High,,
Slovenia,SVN,2018,44200000000.0,988499.0,69.0325,True,True,True,True,10.645422269349092,5.994976234302497,High,Medium,Medium
Solomon Islands,SLB,2018,569000000.0,174614.2,34.1725,True,True,True,True,8.755112266395072,5.242079558561304,Low,Medium,Medium
"Somalia, Fed. Rep.",SOM,2018,534000000.0,115339.8,26.605,True,True,True,True,8.727541257028557,5.0619791940059375,Low,Low,Low
South Africa,ZAF,2018,93970000000.0,4892423.0,118.3675,True,True,True,True,10.972989226855349,6.689523999186807,High,High,High
South Sudan,SSD,2018,,,,False,False,False,False,,,,,
Spain,ESP,2018,346754000000.0,17165709.0,375.8575,True,True,True,True,11.540021479602302,7.2346617459166565,High,High,High
Sri Lanka,LKA,2018,11890000000.0,7000000.0,217.6225,True,True,True,True,10.075181854618691,6.845098040014257,Medium,High,High
St. Kitts and Nevis,KNA,2018,54000000.0,13491.5,24.635,True,True,True,True,7.732393759822968,4.130060237700629,Low,Low,Low
St. Lucia,LCA,2018,62000000.0,33657.0,26.93,True,True,True,True,7.7923916894982534,4.527075402741708,Low,Low,Low
St. Martin (French part),MAF,2018,148000000.0,,,True,False,False,False,8.170261715394957,,Low,,
St. Vincent and the Grenadines,VCT,2018,44000000.0,18107.0,25.1875,True,True,True,True,7.643452676486188,4.257846501591155,Low,Low,Low
Sudan,SDN,2018,3478000000.0,451712.0,25.205,True,True,True,True,9.541329577666694,5.654861628007837,Medium,Medium,Low
Suriname,SUR,2018,2180000000.0,110000.0,35.5,True,True,True,True,9.338456493604605,5.041392685158225,Medium,Low,Medium
Sweden,SWE,2018,165968000000.0,1600175.0,121.34,True,True,True,True,11.220024360551479,6.204167481017364,High,High,High
Switzerland,CHE,2018,310749000000.0,119133.0,,True,True,False,False,11.492409739742707,5.0760320782986215,High,Low,
Syrian Arab Republic,SYR,2018,2400000000.0,332532.0,32.04,True,True,True,True,9.380211241711606,5.521833444390148,Medium,Medium,Low
Tajikistan,TJK,2018,1073000000.0,,,True,False,False,False,9.03059972196595,,Low,,
Tanzania,TZA,2018,4041000000.0,705231.0,54.785,True,True,True,True,9.606488850442648,5.848331394428524,Medium,Medium,Medium
Thailand,THA,2018,252957000000.0,10371645.0,217.465,True,True,True,True,11.403046702006336,7.015847643348029,High,High,High
Timor-Leste,TLS,2018,45000000.0,47574.0,11.27,True,True,True,True,7.653212513775344,4.677369668235016,Low,Low,Low
Togo,TGO,2018,1080000000.0,1395730.0,85.9375,True,True,True,True,9.03342375548695,6.144801413379447,Low,Medium,Medium
Tonga,TON,2018,13000000.0,105190.3,27.255,True,True,True,True,7.113943352306837,5.021975693708394,Low,Low,Low
Trinidad and Tobago,TTO,2018,10532000000.0,438703.0,62.7925,True,True,True,True,10.022510850434031,5.6421706042681565,Medium,Medium,Medium
Tunisia,TUN,2018,15535000000.0,493366.0,41.754999999999995,True,True,True,True,10.191311257590993,5.693169217060551,Medium,Medium,Medium
Turkiye,TUR,2018,177169000000.0,10801305.0,236.23,True,True,True,True,11.248387733878795,7.033476229566602,High,High,High
Turkmenistan,TKM,2018,9706000000.0,,,True,False,False,False,9.987040286979267,,Medium,,
Turks and Caicos Islands,TCA,2018,4000000.0,,,True,False,False,False,6.6020599913279625,,Low,,
Tuvalu,TUV,2018,0.0,6188.291,5.425,True,True,True,True,,3.791570727897842,Low,Low,Low
Uganda,UGA,2018,3087000000.0,,,True,False,False,False,9.489536629482096,,Medium,,
Ukraine,UKR,2018,47336000000.0,845152.0,69.0825,True,True,True,True,10.675191556268956,5.926934823535158,High,Medium,Medium
United Arab Emirates,ARE,2018,387964000000.0,18696000.0,289.2825,True,True,True,True,11.588791428360418,7.271748699384171,High,High,High
United Kingdom,GBR,2018,486439000000.0,10315140.0,398.24,True,True,True,True,11.687028387000286,7.013475126716815,High,High,High
United States,USA,2018,1663982000000.0,54483231.0,475.3475,True,True,True,True,12.221148624032256,7.736262854482249,High,High,High
Uruguay,URY,2018,7498000000.0,797874.0,88.3525,True,True,True,True,9.874945436085532,5.901934313123585,Medium,Medium,High
Uzbekistan,UZB,2018,10921000000.0,,,True,False,False,False,10.038262407104785,,Medium,,
Vanuatu,VUT,2018,61000000.0,106680.4,22.5375,True,True,True,True,7.785329835010767,5.028084635415543,Low,Low,Low
Viet Nam,VNM,2018,243699000000.0,13394390.0,307.79,True,True,True,True,11.38685374709456,7.126922939992284,High,High,High
Virgin Islands (U.S.),VIR,2018,,,,False,False,False,False,,,,,
West Bank and Gaza,PSE,2018,,,,False,False,False,False,,,,,
"Yemen, Rep.",YEM,2018,570000000.0,398999.0,15.8775,True,True,True,True,8.755874855672491,5.600971807228036,Low,Medium,Low
Zambia,ZMB,2018,9034000000.0,,,True,False,False,False,9.955880086225376,,Medium,,
Zimbabwe,ZWE,2018,4057000000.0,,,True,False,False,False,9.608205007704326,,Medium,,
Afghanistan,AFG,2019,864000000.0,,,True,False,False,False,8.936513742478894,,Low,,
Albania,ALB,2019,2716000000.0,145762.0,17.155,True,True,True,True,9.433929765608465,5.163644318623193,Medium,Low,Low
Algeria,DZA,2019,35312000000.0,1793990.0,69.4525,True,True,True,True,10.54792231581758,6.2538200178848165,High,High,Medium
American Samoa,ASM,2019,353000000.0,76200.0,26.075,True,True,True,True,8.547774705387823,4.8819549713396,Low,Low,Low
Andorra,AND,2019,,,,False,False,False,False,,,,,
Angola,AGO,2019,35432000000.0,651273.0,68.66499999999999,True,True,True,True,10.549395667276702,5.8137630738840915,High,Medium,Medium
Antigua and Barbuda,ATG,2019,38000000.0,27657.0,17.855,True,True,True,True,7.57978359661681,4.441805069695703,Low,Low,Low
Argentina,ARG,2019,65116000000.0,1833964.0,101.47,True,True,True,True,10.813687714496579,6.263390806385912,High,High,High
Armenia,ARM,2019,2640000000.0,,,True,False,False,False,9.421603926869832,,Medium,,
Aruba,ABW,2019,131000000.0,63870.0,29.9725,True,True,True,True,8.117271295655764,4.805296916157985,Low,Low,Low
Australia,AUS,2019,271005000000.0,8778913.0,145.615,True,True,True,True,11.432977303613807,6.943440745139947,High,High,High
Austria,AUT,2019,178670000000.0,,,True,False,False,False,11.252051637406517,,High,,
Azerbaijan,AZE,2019,19635000000.0,,,True,False,False,False,10.293030905606438,,Medium,,
"Bahamas, The",BHS,2019,537000000.0,1555798.0,79.865,True,True,True,True,8.729974285699555,6.191953208861748,Low,High,Medium
Bahrain,BHR,2019,18120000000.0,418933.0,34.155,True,True,True,True,10.258158193340794,5.622144571756355,Medium,Medium,Medium
Bangladesh,BGD,2019,39337000000.0,3145919.0,63.125,True,True,True,True,10.594801235778386,6.49774753637185,High,High,Medium
Barbados,BRB,2019,444000000.0,98435.0,33.3275,True,True,True,True,8.64738297011462,4.993149545628505,Low,Low,Medium
Belarus,BLR,2019,32955000000.0,,,True,False,False,False,10.517921315976192,,High,,
Belgium,BEL,2019,446910000000.0,12389876.0,371.4425,True,True,True,True,11.65022007248589,7.093066959904293,High,High,High
Belize,BLZ,2019,425000000.0,20259.0,29.655,True,True,True,True,8.628388930050312,4.306618004439845,Low,Low,Low
Benin,BEN,2019,3052000000.0,510895.6,58.515,True,True,True,True,9.484584529282843,5.708332162412252,Medium,Medium,Medium
Bermuda,BMU,2019,27000000.0,4006.0,7.875,True,True,True,True,7.431363764158987,3.6027109449575576,Low,Low,Low
Bhutan,BTN,2019,674000000.0,,,True,False,False,False,8.82865989653532,,Low,,
Bolivia,BOL,2019,8757000000.0,,,True,False,False,False,9.942355349707677,,Medium,,
Bosnia and Herzegovina,BIH,2019,6578000000.0,,,True,False,False,False,9.818093869146637,,Medium,,
Botswana,BWA,2019,5237000000.0,,,True,False,False,False,9.719082573901487,,Medium,,
Brazil,BRA,2019,221127000000.0,10704669.0,117.3,True,True,True,True,11.344641773945076,7.029573242980671,High,High,High
British Virgin Islands,VGB,2019,,45955.97,21.49,False,True,True,False,,4.662341937259503,,Low,Low
Brunei Darussalam,BRN,2019,7039000000.0,117901.0,22.4275,True,True,True,True,9.847510965203249,5.07151748866286,Medium,Low,Low
Bulgaria,BGR,2019,33340000000.0,261934.0,24.2275,True,True,True,True,10.522965595491987,5.418191875110997,High,Medium,Low
Burkina Faso,BFA,2019,3239000000.0,,,True,False,False,False,9.510410948010177,,Medium,,
Burundi,BDI,2019,180000000.0,,,True,False,False,False,8.255272505103306,,Low,,
Cabo Verde,CPV,2019,62000000.0,91683.0,19.3975,True,True,True,True,7.7923916894982534,4.962288815597675,Low,Low,Low
Cambodia,KHM,2019,14825000000.0,639211.0,32.2425,True,True,True,True,10.1709947020363,5.805644240020259,Medium,Medium,Medium
Cameroon,CMR,2019,4084000000.0,370685.0,59.6575,True,True,True,True,9.611085733414873,5.569005012387719,Medium,Medium,Medium
Canada,CAN,2019,448817000000.0,7000133.0,159.64249999999998,True,True,True,True,11.652069298485106,6.845106291531024,High,High,High
Cayman Islands,CYM,2019,50000000.0,,8.79,True,False,True,False,7.698970004336019,,Low,,Low
Central African Republic,CAF,2019,148000000.0,,,True,False,False,False,8.170261715394957,,Low,,
Chad,TCD,2019,2588000000.0,,,True,False,False,False,9.412964271996662,,Medium,,
Channel Islands,CHI,2019,,,,False,False,False,False,,,,,
Chile,CHL,2019,68794000000.0,4641633.0,97.7425,True,True,True,True,10.83755056206514,6.666670799115207,High,High,High
China,CHN,2019,2499457000000.0,237570000.0,999.7225,True,True,True,True,12.397845669664981,8.375791597685192,High,High,High
Colombia,COL,2019,39489000000.0,4316862.0,170.3725,True,True,True,True,10.596476136016088,6.63516816549749,High,High,High
Comoros,COM,2019,39000000.0,54358.54,18.8275,True,True,True,True,7.5910646070264995,4.73526778362965,Low,Low,Low
"Congo, Dem. Rep.",COD,2019,13382000000.0,42211.0,23.6,True,True,True,True,10.126521025543411,4.625425640932838,Medium,Low,Low
"Congo, Rep.",COG,2019,5576000000.0,921000.0,69.03999999999999,True,True,True,True,9.746322765089953,5.964259630196849,Medium,Medium,Medium
Costa Rica,CRI,2019,11864000000.0,1300785.0,86.74000000000001,True,True,True,True,10.074231138020325,6.114205520212794,Medium,Medium,High
Cote d'Ivoire,CIV,2019,12718000000.0,994646.0,65.5425,True,True,True,True,10.104418820647595,5.997668540442359,Medium,Medium,Medium
Croatia,HRV,2019,17180000000.0,348435.0,60.2525,True,True,True,True,10.235023159495224,5.542121773038875,Medium,Medium,Medium
Cuba,CUB,2019,2062000000.0,322431.0,29.0325,True,True,True,True,9.314288660947497,5.5084367902103315,Medium,Medium,Low
Curacao,CUW,2019,398000000.0,,32.082499999999996,True,False,True,False,8.599883072073688,,Low,,Medium
Cyprus,CYP,2019,3453000000.0,389962.0,55.7775,True,True,True,True,9.538196578349455,5.591022289092227,Medium,Medium,Medium
Czechia,CZE,2019,199128000000.0,,,True,False,False,False,11.299132331802943,,High,,
Denmark,DNK,2019,111076000000.0,880039.0,105.7275,True,True,True,True,11.04562023181637,5.944501918865494,High,Medium,High
Djibouti,DJI,2019,3996000000.0,917000.0,75.1275,True,True,True,True,9.601625479553945,5.962369335670021,Medium,Medium,Medium
Dominica,DMA,2019,19000000.0,7409.0,24.4475,True,True,True,True,7.278753600952829,3.86975959478241,Low,Low,Low
Dominican Republic,DOM,2019,11193000000.0,1894225.0,131.3525,True,True,True,True,10.048946503760492,6.277431564136488,Medium,High,High
Ecuador,ECU,2019,22329000000.0,2194042.0,103.4425,True,True,True,True,10.348869273711534,6.3412449369094555,High,High,High
"Egypt, Arab Rep.",EGY,2019,29000000000.0,7403472.0,217.8075,True,True,True,True,10.462397997898956,6.8694354382192895,High,High,High
El Salvador,SLV,2019,5905000000.0,249472.0,32.8725,True,True,True,True,9.771219901949534,5.39702180876549,Medium,Medium,Medium
Equatorial Guinea,GNQ,2019,5268000000.0,13851.0,35.1875,True,True,True,True,9.721645766289747,4.141481129270804,Medium,Low,Medium
Eritrea,ERI,2019,530000000.0,27452.8,9.41,True,True,True,True,8.724275869600788,4.438586646146186,Low,Low,Low
Estonia,EST,2019,16101000000.0,241338.0,36.8325,True,True,True,True,10.206852850006698,5.382625709355884,Medium,Medium,Medium
Eswatini,SWZ,2019,2002000000.0,,,True,False,False,False,9.3014640731433,,Medium,,
Faroe Islands,FRO,2019,,31214.33,15.245,False,True,True,False,,4.494354017453254,,Low,Low
Fiji,FJI,2019,1033000000.0,145782.4,37.51,True,True,True,True,9.01410032151962,5.163705095694852,Low,Low,Medium
Finland,FIN,2019,73468000000.0,1628170.0,75.58,True,True,True,True,10.866098217321083,6.211699748346443,High,High,Medium
France,FRA,2019,570951000000.0,5827493.0,284.245,True,True,True,True,11.756598837943312,6.765481760517248,High,High,High
French Polynesia,PYF,2019,133000000.0,69166.0,39.835,True,True,True,True,8.123851640967086,4.839892660337366,Low,Low,Medium
