country_name,country_code,year,exports_usd,port_teu,lsc_index,has_exports,has_port_traffic,has_lsc
Djibouti,DJI,2016,1732000000.0,987400.0,86.08749999999999,True,True,True
Dominica,DMA,2016,18000000.0,7361.0,20.875,True,True,True
Dominican Republic,DOM,2016,9840000000.0,1486227.0,126.005,True,True,True
Ecuador,ECU,2016,16798000000.0,1907090.0,103.4125,True,True,True
"Egypt, Arab Rep.",EGY,2016,25468000000.0,5887541.0,242.0775,True,True,True
El Salvador,SLV,2016,5420000000.0,202165.0,28.4075,True,True,True
Equatorial Guinea,GNQ,2016,4137000000.0,14281.0,27.0075,True,True,True
Eritrea,ERI,2016,436000000.0,12551.97,5.49,True,True,True
Estonia,EST,2016,13171000000.0,204177.0,35.02,True,True,True
Eswatini,SWZ,2016,1633000000.0,,,True,False,False
Faroe Islands,FRO,2016,1191679731.68217,33520.26,13.76,True,True,True
Fiji,FJI,2016,926000000.0,244524.4,40.045,True,True,True
Finland,FIN,2016,57908000000.0,1509479.0,93.485,True,True,True
France,FRA,2016,501179000000.0,5225656.0,288.19,True,True,True
French Polynesia,PYF,2016,173000000.0,69088.0,38.655,True,True,True
Gabon,GAB,2016,9503000000.0,146000.0,39.870000000000005,True,True,True
"Gambia, The",GMB,2016,105000000.0,60000.0,25.3025,True,True,True
Georgia,GEO,2016,2117000000.0,251011.0,17.6075,True,True,True
Germany,DEU,2016,1334355000000.0,15126366.0,395.96,True,True,True
Ghana,GHA,2016,11138000000.0,942463.0,79.8375,True,True,True
Gibraltar,GIB,2016,307000000.0,18621.03,9.795,True,True,True
Greece,GRC,2016,28151000000.0,4088425.0,136.9625,True,True,True
Greenland,GRL,2016,575000000.0,8631.709,5.574999999999999,True,True,True
Grenada,GRD,2016,30000000.0,19634.0,26.5075,True,True,True
Guam,GUM,2016,33000000.0,198209.0,28.15,True,True,True
Guatemala,GTM,2016,10447000000.0,1470101.0,96.6775,True,True,True
Guinea,GIN,2016,2414000000.0,176167.0,38.665,True,True,True
Guinea-Bissau,GNB,2016,277000000.0,26382.34,11.595,True,True,True
Guyana,GUY,2016,1441000000.0,55168.0,42.8775,True,True,True
Haiti,HTI,2016,986000000.0,176879.0,45.61,True,True,True
Honduras,HND,2016,7960000000.0,756641.0,68.97749999999999,True,True,True
"Hong Kong SAR, China",HKG,2016,516635000000.0,19580000.0,473.0,True,True,True
Hungary,HUN,2016,101919000000.0,,,True,False,False
Iceland,ISL,2016,4436000000.0,308660.0,18.54,True,True,True
India,IND,2016,264542000000.0,13724110.0,262.72,True,True,True
Indonesia,IDN,2016,144490000000.0,10535691.0,217.8325,True,True,True
"Iran, Islamic Rep.",IRN,2016,72903000000.0,2462028.0,112.295,True,True,True
Iraq,IRQ,2016,41298000000.0,220859.7,36.77,True,True,True
Ireland,IRL,2016,130864000000.0,916833.0,58.34,True,True,True
Isle of Man,IMN,2016,,,,False,False,False
Israel,ISR,2016,60571000000.0,2711000.0,111.48,True,True,True
Italy,ITA,2016,461737000000.0,10589293.0,289.39,True,True,True
Jamaica,JAM,2016,1202000000.0,1567442.0,100.8225,True,True,True
Japan,JPN,2016,645052000000.0,21678076.0,416.83,True,True,True
Jordan,JOR,2016,7549000000.0,792841.0,65.86500000000001,True,True,True
Kazakhstan,KAZ,2016,36685000000.0,,,True,False,False
Kenya,KEN,2016,5695000000.0,1091000.0,56.335,True,True,True
Kiribati,KIR,2016,11000000.0,49005.46,16.685,True,True,True
"Korea, Dem. People's Rep.",PRK,2016,3006000000.0,,,True,False,False
"Korea, Rep.",KOR,2016,495426000000.0,25945418.0,536.4275,True,True,True
